,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
822446,2003-09-30 17:55:00,WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.40669059226101,37.7852071918419
804836,2003-12-26 19:16:00,MISSING PERSON,FOUND PERSON,Friday,TARAVAL,NONE,0 Block of HAROLD AV,-122.45315825844,37.719497600502294
373570,2010-02-26 09:58:00,ASSAULT,"AGGRAVATED ASSAULT OF POLICE OFFICER,BODILY FORCE",Friday,BAYVIEW,"ARREST, CITED",DWIGHT ST / SAN BRUNO AV,-122.402109488937,37.7240376461441
797278,2004-02-04 09:28:00,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Wednesday,SOUTHERN,"ARREST, BOOKED",0 Block of 7TH ST,-122.412173208874,37.7802804750891
358028,2010-05-22 00:15:00,WARRANTS,WARRANT ARREST,Saturday,SOUTHERN,"ARREST, BOOKED",0 Block of STILLMAN ST,-122.39531374644501,37.7826659144188
122010,2013-09-30 10:00:00,NON-CRIMINAL,FOUND PROPERTY,Monday,CENTRAL,NONE,1500 Block of SACRAMENTO ST,-122.418429189106,37.79186550750161
125960,2013-09-07 12:00:00,LARCENY/THEFT,ATTEMPTED THEFT FROM UNLOCKED VEHICLE,Saturday,NORTHERN,NONE,GEARY BL / WEBSTER ST,-122.431206932079,37.7845681170336
544210,2007-09-07 10:58:00,WARRANTS,WARRANT ARREST,Friday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.41371122073,37.7796660426062
592945,2006-12-15 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,2ND ST / HARRISON ST,-122.39516315448799,37.7843096998676
161479,2013-03-23 10:30:00,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,BAYVIEW,NONE,1000 Block of GRIFFITH ST,-122.378920771859,37.7286119710993
339774,2010-08-28 11:15:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,BAYVIEW,NONE,4800 Block of 3RD ST,-122.390965298144,37.7344291807899
307633,2011-02-13 23:09:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Sunday,SOUTHERN,NONE,HOWARD ST / 5TH ST,-122.404934413339,37.781498721321796
600776,2006-11-03 16:27:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,CENTRAL,"ARREST, BOOKED",500 Block of COLUMBUS AV,-122.409667412997,37.7998691995985
357274,2010-05-31 00:30:00,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Monday,SOUTHERN,UNFOUNDED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
159933,2013-04-02 21:30:00,ASSAULT,BATTERY,Tuesday,SOUTHERN,NONE,MISSION ST / 11TH ST,-122.417104895556,37.774324286790794
300528,2011-03-26 18:30:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Saturday,PARK,NONE,1700 Block of WALLER ST,-122.45254031264601,37.7683901140691
532621,2007-11-03 09:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE,DIVISION ST / 9TH ST,-122.405942290896,37.769659742321295
353662,2010-06-16 18:10:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,TARAVAL,"ARREST, CITED",TARAVAL ST / 22ND AV,-122.478902513336,37.742907976123206
383558,2009-12-25 16:00:00,MISSING PERSON,MISSING ADULT,Friday,TENDERLOIN,NONE,400 Block of ELLIS ST,-122.413609328985,37.784696907904
212224,2012-07-14 23:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,MISSION,NONE,3100 Block of 16TH ST,-122.42238859985201,37.7648319521443
827444,2003-09-05 00:05:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,TENDERLOIN,"ARREST, BOOKED",OFARRELL ST / JONES ST,-122.412970537598,37.7857883766658
159074,2013-04-05 10:30:00,ASSAULT,BATTERY,Friday,TARAVAL,NONE,1000 Block of PLYMOUTH AV,-122.456068415745,37.7209571573431
601703,2006-11-01 00:01:00,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Wednesday,INGLESIDE,EXCEPTIONAL CLEARANCE,5700 Block of MISSION ST,-122.44972917395599,37.709863592728794
56187,2014-08-18 16:04:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.40652098714399,37.7850629421661
22472,2015-01-24 02:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE,100 Block of SHOTWELL ST,-122.41653546307501,37.7660406107786
384159,2009-12-23 17:00:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Wednesday,INGLESIDE,NONE,0 Block of PHELAN AV,-122.452428220398,37.725717254655706
287966,2011-06-04 00:01:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,1000 Block of FOLSOM ST,-122.405834032593,37.778254811523
241733,2012-02-11 05:19:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,CENTRAL,"ARREST, BOOKED",500 Block of BROADWAY ST,-122.406861140307,37.7978967044381
399951,2009-09-29 22:35:00,NON-CRIMINAL,TRAFFIC ACCIDENT,Tuesday,TARAVAL,NONE,KIRKHAM ST / 14TH AV,-122.467123217732,37.7602626969135
5037,2015-04-17 12:22:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,RICHMOND,NONE,GEARY BL / ARGUELLO BL,-122.45886061566999,37.781255093548396
667130,2005-11-28 11:30:00,ASSAULT,BATTERY,Monday,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.405895369887,37.786734218498296
112997,2013-11-02 23:00:00,MISSING PERSON,MISSING ADULT,Saturday,SOUTHERN,LOCATED,MARKET ST / MASON ST,-122.408953598279,37.783287873572
172513,2013-01-27 09:07:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Sunday,BAYVIEW,"ARREST, BOOKED",3RD ST / OAKDALE AV,-122.39069763068301,37.7347969947349
167181,2013-02-23 13:10:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,PARK,PSYCHOPATHIC CASE,HAIGHT ST / CLAYTON ST,-122.44857848496599,37.769797716883104
113327,2013-11-01 23:45:00,WARRANTS,WARRANT ARREST,Friday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.419671780296,37.7650501214668
139313,2013-07-10 15:59:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,BAYVIEW,NONE,1500 Block of BAY SHORE BL,-122.401096851568,37.7245556697717
417526,2009-06-28 17:25:00,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Sunday,CENTRAL,"ARREST, BOOKED",1500 Block of THE EMBARCADERONORTH ST,-122.408136108062,37.8078603496682
577149,2007-03-19 05:45:00,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Monday,SOUTHERN,NONE,800 Block of STEVENSON ST,-122.41664033740601,37.7763714580399
83662,2014-04-03 13:20:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,TARAVAL,"ARREST, CITED",20TH AV / WINSTON DR,-122.47603935973301,37.7269494355268
857077,2003-04-14 22:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Monday,RICHMOND,NONE,15TH AV / LAKE ST,-122.474384166442,37.78623731416671
623203,2006-07-12 16:05:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,NORTHERN,"ARREST, BOOKED",1200 Block of EDDY ST,-122.428223303176,37.781895948860296
581344,2007-02-21 13:30:00,ASSAULT,BATTERY,Wednesday,TENDERLOIN,NONE,200 Block of TURK ST,-122.413237516676,37.78284302332129
503554,2008-04-06 09:15:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Sunday,RICHMOND,"ARREST, BOOKED",800 Block of LA PLAYA ST,-122.509895418239,37.7723131976814
151538,2013-05-14 13:24:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,CENTRAL,NONE,300 Block of MONTGOMERY ST,-122.40260260963998,37.7923930433863
5092,2015-04-17 09:25:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,MISSION,NONE,1200 Block of POTRERO AV,-122.406256546868,37.7513737062303
695774,2005-07-01 19:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Friday,BAYVIEW,JUVENILE BOOKED,200 Block of MISSOURI ST,-122.396515540825,37.7632069715605
547195,2007-08-23 13:14:00,OTHER OFFENSES,ACTS AGAINST PUBLIC TRANSIT,Thursday,SOUTHERN,"ARREST, CITED",POWELL ST / MARKET ST,-122.40754585593099,37.784401179486
787164,2004-03-20 14:14:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,TEHAMA ST / 1ST ST,-122.39548121703001,37.78809255640361
18798,2015-02-08 23:15:00,WARRANTS,WARRANT ARREST,Sunday,TENDERLOIN,"ARREST, BOOKED",100 Block of TURK ST,-122.411615075408,37.7831614109395
827024,2003-09-05 22:15:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,MISSION,"ARREST, BOOKED",24TH ST / FOLSOM ST,-122.414089000716,37.7525050785803
386620,2009-12-09 11:55:00,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Wednesday,MISSION,"ARREST, BOOKED",25TH ST / UTAH ST,-122.40521047456801,37.7517864145606
780699,2004-04-18 14:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,1200 Block of CLAY ST,-122.413676369473,37.7933799961884
494171,2008-05-28 22:22:00,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Wednesday,INGLESIDE,NONE,300 Block of NAPLES ST,-122.42950187049,37.723189794150294
524370,2007-12-15 14:10:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Saturday,PARK,NONE,100 Block of BEULAH ST,-122.452331290923,37.7673561058524
265129,2011-10-08 20:30:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Saturday,SOUTHERN,NONE,100 Block of 8TH ST,-122.412838157611,37.77728068833971
227147,2012-05-01 13:56:00,WARRANTS,WARRANT ARREST,Tuesday,PARK,"ARREST, BOOKED",300 Block of WOODSIDE AV,-122.452716700987,37.7457451434135
665056,2005-12-03 21:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,PARK,NONE,1300 Block of HAIGHT ST,-122.444524277297,37.7703704336439
421861,2009-06-08 07:30:00,MISSING PERSON,FOUND PERSON,Monday,SOUTHERN,LOCATED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
677836,2005-10-05 11:30:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE,0 Block of THE EMBARCADEROSOUTH ST,-122.38837987391899,37.783310406701496
476338,2008-09-01 09:02:00,WARRANTS,ENROUTE TO PAROLE OFFICER,Monday,TENDERLOIN,"ARREST, BOOKED",OFARRELL ST / JONES ST,-122.412970537591,37.78578837668879
292215,2011-05-16 19:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,TENDERLOIN,NONE,500 Block of OFARRELL ST,-122.41379841586901,37.7856297942374
839408,2003-07-09 09:00:00,OTHER OFFENSES,FAILURE TO REGISTER AS SEX OFFENDER,Wednesday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
609318,2006-09-21 11:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Thursday,TARAVAL,NONE,400 Block of WAWONA ST,-122.47262773373998,37.7375193250045
146164,2013-06-10 11:02:00,MISSING PERSON,FOUND PERSON,Monday,NORTHERN,PSYCHOPATHIC CASE,OCTAVIA ST / HAYES ST,-122.424623480779,37.7766740025224
633732,2006-05-18 19:27:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,PARK,"ARREST, BOOKED",CASTRO ST / MARKET ST,-122.435187699349,37.7626702770872
776315,2004-05-12 17:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,MISSION,NONE,200 Block of CLIPPER ST,-122.430547355027,37.7490370173629
576376,2007-03-21 09:30:00,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,SOUTHERN,"ARREST, BOOKED",600 Block of MISSION ST,-122.400101750163,37.7876898900758
80222,2014-04-18 19:30:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Friday,NORTHERN,"ARREST, BOOKED",VANNESS AV / MCALLISTER ST,-122.420250482603,37.780074574633396
761912,2004-07-21 18:20:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Wednesday,INGLESIDE,NONE,200 Block of MELROSE AV,-122.448609437635,37.73386572170779
198606,2012-09-22 16:00:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,MISSION,"ARREST, BOOKED",400 Block of CASTRO ST,-122.435012093789,37.761767718295395
325968,2010-11-06 22:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE,3300 Block of 21ST ST,-122.422250532901,37.7568888925131
6897,2015-04-05 18:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,INGLESIDE,NONE,3300 Block of MISSION ST,-122.421264331104,37.743584765874
218724,2012-06-13 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
388676,2009-11-25 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,INGLESIDE,NONE,500 Block of 29TH ST,-122.432225949052,37.7433073139011
846764,2003-05-30 23:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,2200 Block of LEAVENWORTH ST,-122.41777148469,37.8015056603454
257151,2011-11-20 09:27:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,TARAVAL,PSYCHOPATHIC CASE,1200 Block of 8TH AV,-122.465378582035,37.7650057282953
803713,2004-01-06 00:03:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,NORTHERN,"ARREST, CITED",GEARY BL / GOUGH ST,-122.42468870359801,37.785333964007705
229439,2012-04-18 18:26:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,SOUTHERN,"ARREST, CITED",VANNESS AV / MARKET ST,-122.419257894814,37.7751462916539
514823,2008-02-09 11:00:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,SOUTHERN,UNFOUNDED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
721434,2005-02-23 17:20:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,TENDERLOIN,NONE,0 Block of MASON ST,-122.409268441444,37.7837998723601
636879,2006-05-02 19:55:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,TENDERLOIN,"ARREST, BOOKED",100 Block of MCALLISTER ST,-122.41452262258001,37.7808752665663
76510,2014-05-12 00:01:00,FORGERY/COUNTERFEITING,"CHECKS OR LEGAL INSTRUMENTS, UTTERING FORGED",Monday,RICHMOND,NONE,500 Block of 25TH AV,-122.484731526251,37.77910763110229
94207,2014-02-08 21:10:00,ASSAULT,BATTERY,Saturday,CENTRAL,NONE,MONTGOMERY ST / WASHINGTON ST,-122.40332128984,37.7955312151592
386705,2009-12-09 01:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,PARK,NONE,1800 Block of HAIGHT ST,-122.452728322759,37.7693241293319
537404,2007-10-15 12:55:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Monday,TENDERLOIN,"ARREST, BOOKED",0 Block of JONES ST,-122.41219255572099,37.781604574125204
779643,2004-04-27 23:22:00,ASSAULT,BATTERY OF A POLICE OFFICER,Tuesday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411965795229,37.78491418595621
742015,2004-10-28 21:10:00,LOITERING,LOITERING,Thursday,NORTHERN,"ARREST, CITED",LARKIN ST / OFARRELL ST,-122.41790397757099,37.7851670875288
855098,2003-04-19 18:30:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Saturday,BAYVIEW,NONE,1400 Block of OAKDALE AV,-122.387527753438,37.73305496510249
633414,2006-05-19 15:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,SOUTHERN,NOT PROSECUTED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
26958,2015-01-06 14:00:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,RICHMOND,NONE,3200 Block of CLEMENT ST,-122.493997393675,37.781656621504
619752,2006-07-28 14:13:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Friday,INGLESIDE,"ARREST, BOOKED",4800 Block of MISSION ST,-122.437216421378,37.7213272618826
21236,2015-02-03 02:20:00,LIQUOR LAWS,UNLAWFUL TRANSPORTATION OF ALCOHOL,Tuesday,MISSION,"ARREST, BOOKED",3100 Block of 16TH ST,-122.42300169625099,37.764905076161604
281677,2011-07-12 19:25:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,NORTHERN,NONE,2400 Block of SACRAMENTO ST,-122.433800051784,37.7898100005704
633172,2006-05-20 02:15:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,INGLESIDE,NONE,300 Block of ALLISON ST,-122.440793259591,37.710583772227004
417063,2009-07-06 22:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,100 Block of PERALTA AV,-122.407904143815,37.747218248530395
150796,2013-05-16 10:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,INGLESIDE,NONE,1800 Block of SUNNYDALE AV,-122.417107986993,37.7122561827524
749131,2004-09-19 13:51:00,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Sunday,TENDERLOIN,"ARREST, BOOKED",400 Block of HYDE ST,-122.416099193953,37.7849300262869
716199,2005-03-23 10:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,PARK,NONE,SANCHEZ ST / HENRY ST,-122.431115159317,37.7667970313265
542037,2007-09-19 16:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,INGLESIDE,NONE,0 Block of OCEAN AV,-122.435948790634,37.7239005113194
99632,2014-01-12 19:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
334854,2010-09-24 00:22:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,TENDERLOIN,PSYCHOPATHIC CASE,300 Block of OFARRELL ST,-122.41050925879499,37.786043222299206
457456,2008-11-28 17:16:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,NORTHERN,"ARREST, BOOKED",HAYES ST / WEBSTER ST,-122.429556003901,37.77604398759821
95879,2014-02-04 18:53:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,MISSION,PSYCHOPATHIC CASE,2500 Block of MISSION ST,-122.418891810986,37.7562166627216
789988,2004-03-06 16:14:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,-122.405294845215,37.7863072236365
434077,2009-04-02 14:15:00,ASSAULT,STALKING,Thursday,TARAVAL,NONE,9TH AV / IRVING ST,-122.466309668238,37.7640368477306
63335,2014-07-11 21:00:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,MISSION,NONE,25TH ST / SAN JOSE AV,-122.42143943157,37.7504488807299
794507,2004-02-18 10:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,RICHMOND,NONE,100 Block of 26TH AV,-122.486211008775,37.78661510724721
103286,2013-12-27 18:05:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,BAYVIEW,NONE,CONNECTICUT ST / 16TH ST,-122.397864676759,37.7663701727116
546728,2007-08-24 17:56:00,WARRANTS,WARRANT ARREST,Friday,NORTHERN,"ARREST, BOOKED",PAGE ST / STEINER ST,-122.432282489277,37.7728293793018
610625,2006-09-10 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,2800 Block of LAGUNA ST,-122.43039822382299,37.7972673743132
628016,2006-06-16 12:35:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,BAYVIEW,NONE,WALLACE AV / JENNINGS ST,-122.38923937269101,37.72641481560311
834092,2003-08-05 21:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Tuesday,SOUTHERN,NONE,100 Block of TOWNSEND ST,-122.391686434361,37.7797688910306
345975,2010-07-28 22:30:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,SOUTHERN,NONE,0 Block of RIZAL ST,-122.399269153785,37.7818400750116
66044,2014-06-28 18:36:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,NORTHERN,NONE,VANNESS AV / MARKET ST,-122.419257894814,37.7751462916539
83868,2014-04-02 23:15:00,NON-CRIMINAL,FOUND PROPERTY,Wednesday,TENDERLOIN,NONE,300 Block of EDDY ST,-122.412930522059,37.7838344374141
761132,2004-07-23 16:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,NORTHERN,NONE,VAN NESS AV / GEARY BL,-122.42139581912201,37.7856843389243
334115,2010-09-25 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,SOUTHERN,NONE,300 Block of FOLSOM ST,-122.393500243115,37.7881503174541
832743,2003-08-09 01:00:00,OTHER OFFENSES,PAROLE VIOLATION,Saturday,NORTHERN,"ARREST, BOOKED",1800 Block of WASHINGTON ST,-122.42369946366999,37.7928894698038
520375,2008-01-11 12:00:00,NON-CRIMINAL,FOUND PROPERTY,Friday,SOUTHERN,UNFOUNDED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
222440,2012-05-20 16:00:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,NORTHERN,NONE,500 Block of HAIGHT ST,-122.431289969136,37.7720549755537
536388,2007-10-18 00:01:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,PARK,NONE,CASTRO ST / 16TH ST,-122.435318423327,37.7641020287178
469508,2008-10-02 12:20:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,RICHMOND,"ARREST, CITED",GEARY BL / 15TH AV,-122.47398442428499,37.7805743130102
125650,2013-09-07 23:17:00,ASSAULT,BATTERY,Saturday,SOUTHERN,EXCEPTIONAL CLEARANCE,400 Block of JESSIE ST,-122.40853438376301,37.782032564693395
484766,2008-07-13 08:22:00,OTHER OFFENSES,PAROLE VIOLATION,Sunday,TENDERLOIN,"ARREST, BOOKED",JONES ST / STEVELOE PL,-122.41288317793301,37.7853530358936
461023,2008-11-12 15:26:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Wednesday,TARAVAL,NONE,1200 Block of IRVING ST,-122.47114555295,37.7638796121694
820403,2003-10-05 11:30:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Sunday,CENTRAL,NONE,300 Block of BATTERY ST,-122.40021603878999,37.7948030325182
585186,2007-01-28 09:50:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,BAYVIEW,"ARREST, BOOKED",3900 Block of 3RD ST,-122.38847589542401,37.7415220401097
640900,2006-04-08 13:30:00,MISSING PERSON,MISSING JUVENILE,Saturday,BAYVIEW,LOCATED,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
632913,2006-05-20 20:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE,1100 Block of MISSION ST,-122.412736707425,37.7777124404316
573067,2007-04-06 17:20:00,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,TARAVAL,"ARREST, CITED",200 Block of LOBOS ST,-122.460861739121,37.714950853585
108935,2013-11-26 20:35:00,ASSAULT,THREATENING PHONE CALL(S),Tuesday,NORTHERN,NONE,3300 Block of STEINER ST,-122.437725577178,37.8001392874172
370282,2010-03-14 15:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,TENDERLOIN,NONE,200 Block of MASON ST,-122.409523740653,37.7857602954934
743515,2004-10-17 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,BAYVIEW,NONE,GIRARD ST / BURROWS ST,-122.40509269299999,37.728574066655796
19763,2015-02-06 13:29:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,MISSION,NONE,3300 Block of 16TH ST,-122.42697633331801,37.7646648228018
611483,2006-09-08 19:12:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,BAYVIEW,PSYCHOPATHIC CASE,0 Block of COMMER CT,-122.38499543408999,37.7325333188542
512949,2008-02-21 11:39:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,INGLESIDE,NONE,GENEVA AV / SAN JOSE AV,-122.44660721495,37.7207231268789
821650,2003-10-02 10:44:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Thursday,INGLESIDE,NONE,200 Block of CHENERY ST,-122.426841077801,37.737706045679396
24084,2015-01-20 10:30:00,OTHER OFFENSES,"COMPUTER SYSTEM, ACCESSING, COPYING, OR DAMAGING",Tuesday,BAYVIEW,NONE,800 Block of JAMESTOWN AV,-122.39041776743099,37.7165061780871
810113,2003-11-27 08:10:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,RICHMOND,"ARREST, BOOKED",3100 Block of CALIFORNIA ST,-122.446121745552,37.787402558347296
451380,2009-01-06 10:13:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,TENDERLOIN,"ARREST, CITED",300 Block of GOLDEN GATE AV,-122.41635198735202,37.7816031438671
603716,2006-10-19 22:40:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE,100 Block of NEWTON ST,-122.43837231413,37.712592226206105
263257,2011-10-20 21:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,INGLESIDE,NONE,400 Block of RUSSIA AV,-122.433613089832,37.7198209876097
190296,2012-11-01 14:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE,TAYLOR ST / BEACH ST,-122.415618823722,37.807275603280104
413407,2009-07-24 12:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE,GREAT HY / LINCOLN WY,-122.51033999219801,37.7640000597982
812896,2003-11-13 09:13:00,FRAUD,FALSE ID TO PEACE OFFICER,Thursday,SOUTHERN,"ARREST, BOOKED",400 Block of MINNA ST,-122.406394499162,37.782007841018896
437704,2009-03-17 23:10:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,NORTHERN,"ARREST, CITED",2500 Block of LOMBARD ST,-122.44352039096,37.7989993135254
